"sales_id","shop_id","week_no","start_date","end_date","sales_amount","sales_target","item_sold","transactions","staff_hours","staff_hours_target","labour_cost","labour_cost_target","total_tax","sales_status"
"1516304","45","49","42331","42337","18537.80","18000.00","3228.00","2016","0","0.15069444444444","0","200.00","2376.72","1"
"1516306","46","49","42331","42337","17468.40","17000.00","2763.00","1483","0","0","0","2900.00","2199.87","1"
"1516308","48","49","42331","42337","11177.80","13500.00","1251.00","725","0","0","0","2600.00","1410.77","1"
"1516310","49","49","42331","42337","9878.40","10000.00","1211.00","833","0","0","0","2500.00","1255.77","1"
"1516312","50","49","42331","42337","10225.50","13000.00","1271.00","721","0","0.11180555555556","0","160.00","1289.62","1"
"1516314","55","49","42331","42337","14824.70","30000.00","2467.00","1609","0","0.014178240740741","0","4080.00","1876.63","1"
"1516316","56","49","42331","42337","24824.60","25000.00","4020.00","2361","0","0.014583333333333","0","4800.00","3183.18","1"
"1516318","57","49","42331","42337","22946.70","22000.00","3589.00","2134","0","0","0","4000.00","2916.44","1"
"1516320","58","49","42331","42337","12422.80","17000.00","2030.00","1273","0","0.0097222222222222","0","2500.00","1587.80","1"
"1516322","59","49","42331","42337","45014.59","45000.00","7342.00","4728","0","0","0","7000.00","5737.33","1"
"1516324","60","49","42331","42337","43921.59","40000.00","6445.00","3978","0","0.024305555555556","0","7700.00","1334111","1"
"1516326","61","49","42331","42337","16973.00","17000.00","2854.00","1378","0","0.0097222222222222","0","3100.00","2131.54","1"
"1516328","62","49","42331","42337","5853.00","7000.00","633.00","493","0","0.0056712962962963","0","1700.00","733.10","1"
"1516330","63","49","42331","42337","31985.30","25000.00","5454.00","2669","0","0.013773148148148","0","3800.00","792122","1"
"1516332","64","49","42331","42337","11395.10","12000.00","2031.00","1190","0","0","0","2400.00","1454.13","1"
"1516334","65","49","42331","42337","2855.20","5000.00","352.00","237","0","0.072916666666667","0","100.00","339.61","1"
"1516336","66","49","42331","42337","15508.50","15000.00","2481.00","1276","0","0.0097222222222222","0","3000.00","1990.46","1"
"1516338","67","49","42331","42337","47982.58","48000.00","7145.00","4146","0","0.029166666666667","0","9500.00","6094.69","1"
"1516340","68","49","42331","42337","23948.30","20000.00","3767.00","1862","0","0.0097222222222222","0","3100.00","413638","1"
"1516342","69","49","42331","42337","6987.50","8000.00","1239.00","877","0","0.0056712962962963","0","1600.00","880.58","1"
"1516344","70","49","42331","42337","7141.80","10000.00","1213.00","885","0","0.008912037037037","0","2400.00","902.84","1"
"1516346","71","49","42331","42337","8191.30","1000.00","1390.00","948","0","0.008912037037037","0","2500.00","1041.24","1"
"1516348","72","49","42331","42337","14516.00","15000.00","2295.00","1383","0","0","0","2800.00","1830.27","1"
"1516350","73","49","42331","42337","0.00","10000.00","0.00","0","0","0","0","1900.00","0.00","1"
"1558790","17","50","42338","42344","16205.00","15000.00","2937.00","1676","7.5104166666667","0","2778","2800.00","2052.31","1"
"1558792","20","50","42338","42344","30646.70","3850.00","5306.00","2682","0","0.014583333333333","0","4500.00","3880.19","1"
"1558794","27","50","42338","42344","36250.20","4600.00","5850.00","2678","0","0","0","4300.00","4528.56","1"
"1558796","28","50","42338","42344","18581.10","17000.00","3039.00","1645","0","0.0097222222222222","0","3100.00","2365.26","1"
"1558798","30","50","42338","42344","38197.20","30000.00","6318.00","3004","0","0.017824074074074","0","5200.00","4880.17","1"
"1558800","31","50","42338","42344","27515.60","24000.00","4468.00","2200","0","0","0","4200.00","3485.72","1"
"1558802","33","50","42338","42344","18132.90","20000.00","3049.00","1574","0","0.011342592592593","0","3300.00","2291.66","1"
"1558804","34","50","42338","42344","18766.10","20000.00","3109.00","1611","0","0.011342592592593","0","3300.00","2370.88","1"
"1558806","36","50","42338","42344","19308.45","20000.00","3529.00","1973","0","0.011342592592593","0","3300.00","2458.52","1"
"1558808","37","50","42338","42344","24613.20","25000.00","4408.00","2597","0","0.014583333333333","0","4500.00","3129.23","1"
"1558810","38","50","42338","42344","43387.50","37000.00","6472.00","3635","0","0.015393518518519","0","4800.00","5495.44","1"
"1558812","39","50","42338","42344","35382.20","31500.00","5522.00","2901","0","0.014583333333333","0","4500.00","4551.64","1"
"1558814","40","50","42338","42344","35087.85","35000.00","5788.00","2523","0","0.018634259259259","0","5500.00","4438.41","1"
"1558816","41","50","42338","42344","30304.10","28000.00","4874.00","2366","0","0","0","4100.00","3877.49","1"
"1558818","42","50","42338","42344","22704.10","21000.00","3609.00","1822","0","0.013773148148148","0","3750.00","2904.00","1"
"1558820","43","50","42338","42344","26874.00","28000.00","4425.00","2055","0","0","0","4100.00","3390.71","1"
"1558822","44","50","42338","42344","27780.90","28000.00","4540.00","2295","0","0","0","4100.00","3499.84","1"
"1558824","45","50","42338","42344","18846.80","18000.00","3282.00","2026","0","0.15069444444444","0","200.00","2425.23","1"
"1558826","46","50","42338","42344","17504.20","17000.00","2734.00","1520","0","0","0","2900.00","2206.75","1"
"1558828","48","50","42338","42344","11218.50","13500.00","1264.00","736","0","0","0","2600.00","1428.75","1"
"1558830","49","50","42338","42344","8596.90","10000.00","1029.00","710","0","0","0","2500.00","1088.02","1"
"1558832","50","50","42338","42344","10567.00","13000.00","1275.00","740","0","0.11180555555556","0","160.00","1345.02","1"
"1558834","55","50","42338","42344","13599.00","30000.00","2183.00","1422","0","0.014178240740741","0","4080.00","1732.84","1"
"1558836","56","50","42338","42344","24731.80","25000.00","4043.00","2387","0","0.014583333333333","0","4800.00","3156.57","1"
"1558838","57","50","42338","42344","22515.70","22000.00","3546.00","2119","0","0","0","4000.00","2846.66","1"
"1558840","58","50","42338","42344","13179.70","17000.00","2178.00","1332","0","0.0097222222222222","0","2500.00","1679.34","1"
"1558842","59","50","42338","42344","43201.70","45000.00","7058.00","4522","0","0","0","7000.00","5520.00","1"
"1558844","60","50","42338","42344","44628.37","40000.00","6501.00","4083","0","0.024305555555556","0","7700.00","5667.89","1"
"1558846","61","50","42338","42344","16026.10","17000.00","2694.00","1350","0","0.0097222222222222","0","3100.00","2025.32","1"
"1558848","62","50","42338","42344","6443.60","7000.00","695.00","541","0","0.0056712962962963","0","1700.00","823.19","1"
"1558850","63","50","42338","42344","30847.00","25000.00","5219.00","2571","0","0.013773148148148","0","3800.00","3930.87","1"
"1558852","64","50","42338","42344","11433.00","12000.00","2041.00","1147","0","0","0","2400.00","1455.06","1"
"1558854","65","50","42338","42344","3066.20","5000.00","372.00","268","0","0.072916666666667","0","100.00","358.77","1"
"1558856","66","50","42338","42344","15856.40","15000.00","2531.00","1277","0","0.0097222222222222","0","3000.00","49188","1"
"1558858","67","50","42338","42344","56171.91","48000.00","8051.00","4687","0","0.029166666666667","0","9500.00","7152.54","1"
"1558860","68","50","42338","42344","23292.60","20000.00","3689.00","1864","0","0.0097222222222222","0","3100.00","2943.44","1"
"1558862","69","50","42338","42344","7169.40","8000.00","1260.00","906","0","0.0056712962962963","0","1600.00","906.92","1"
"1558864","70","50","42338","42344","7703.90","10000.00","1287.00","917","0","0.008912037037037","0","2400.00","976.94","1"
"1558866","71","50","42338","42344","9049.80","1000.00","1491.00","1019","0","0.008912037037037","0","2500.00","1150.08","1"
"1558868","72","50","42338","42344","15332.35","15000.00","2408.00","1433","0","0","0","2800.00","1918.15","1"
"1558870","73","50","42338","42344","3357.30","10000.00","587.00","390","0","0.00092592592592593","0","1900.00","420.47","1"
"1558872","74","50","42338","42344","386.20","12000.00","72.00","43","0","0.0011574074074074","0","2200.00","48.09","1"
"1558874","75","50","42338","42344","444.70","10000.00","50.00","34","0","0.00092592592592593","0","1900.00","57.81","1"
"1558876","76","50","42338","42344","1029.80","24000.00","169.00","107","0","0","0","4400.00","129.66","1"
"1558878","77","50","42338","42344","1062.50","10000.00","137.00","78","0","0.00092592592592593","0","1900.00","130.35","1"
"1558880","78","50","42338","42344","115.10","18000.00","24.00","16","0","0.0013888888888889","0","3100.00","42840","1"
"1605204","17","51","42345","42351","15169.10","15000.00","2721.00","1599","7.9375","0","2905","2800.00","7488","1"
"1605206","20","51","42345","42351","30433.60","3850.00","5207.00","2594","0","0.014583333333333","0","4500.00","3866.50","1"
"1605208","27","51","42345","42351","36525.55","4600.00","5888.00","2683","0","0","0","4300.00","4592.86","1"
"1605210","28","51","42345","42351","19125.40","17000.00","3094.00","1639","0","0.0097222222222222","0","3100.00","2417.23","1"
"1605212","30","51","42345","42351","35748.00","30000.00","5959.00","2808","0","0.017824074074074","0","5200.00","972064","1"
"1605214","31","51","42345","42351","29079.40","24000.00","4788.00","2301","0","0","0","4200.00","3676.63","1"
"1605216","33","51","42345","42351","17230.40","20000.00","2818.00","1432","0","0.011342592592593","0","3300.00","108145","1"
"1605218","34","51","42345","42351","20045.90","20000.00","3312.00","1642","0","0.011342592592593","0","3300.00","2534.23","1"
"1605220","36","51","42345","42351","23034.00","20000.00","4132.00","2223","0","0.011342592592593","0","3300.00","2942.30","1"
"1605222","37","51","42345","42351","26022.60","25000.00","4582.00","2653","0","0.014583333333333","0","4500.00","3317.30","1"
"1605224","38","51","42345","42351","46505.00","37000.00","6961.00","3874","0","0.015393518518519","0","4800.00","5886.81","1"
"1605226","39","51","42345","42351","35092.85","31500.00","5594.00","2887","0","0.014583333333333","0","4500.00","4518.97","1"
"1605228","40","51","42345","42351","37484.00","35000.00","6144.00","2665","0","0.018634259259259","0","5500.00","4747.39","1"
"1605230","41","51","42345","42351","29189.70","28000.00","4635.00","2315","0","0","0","4100.00","3712.77","1"
"1605232","42","51","42345","42351","23281.70","21000.00","3632.00","1860","0","0.013773148148148","0","3750.00","2961.87","1"
"1605234","43","51","42345","42351","28865.30","28000.00","4644.00","2165","0","0","0","4100.00","3631.71","1"
"1605236","44","51","42345","42351","30979.70","28000.00","5071.00","2462","0","0","0","4100.00","3873.42","1"
"1605238","45","51","42345","42351","21102.20","18000.00","3651.00","2248","0","0.15069444444444","0","200.00","2710.26","1"
"1605240","46","51","42345","42351","17188.90","17000.00","2662.00","1455","0","0","0","2900.00","2175.96","1"
"1605242","48","51","42345","42351","11935.90","13500.00","1343.00","792","0","0","0","2600.00","1516.17","1"
"1605244","49","51","42345","42351","12141.00","10000.00","1456.00","966","0","0","0","2500.00","1550.27","1"
"1605246","50","51","42345","42351","11060.60","13000.00","1382.00","797","0","0.11180555555556","0","160.00","1397.39","1"
"1605248","55","51","42345","42351","13584.90","30000.00","2252.00","1527","0","0.014178240740741","0","4080.00","1718.78","1"
"1605250","56","51","42345","42351","25485.00","25000.00","4059.00","2386","0","0.014583333333333","0","4800.00","3253.16","1"
"1605252","57","51","42345","42351","22115.90","22000.00","3482.00","2034","0","0","0","4000.00","2800.32","1"
"1605254","58","51","42345","42351","14846.80","17000.00","2373.00","1506","0","0.0097222222222222","0","2500.00","1889.61","1"
"1605256","59","51","42345","42351","42010.00","45000.00","6767.00","4418","0","0","0","7000.00","5360.85","1"
"1605258","60","51","42345","42351","44784.10","40000.00","6593.00","4056","0","0.024305555555556","0","7700.00","5705.61","1"
"1605260","61","51","42345","42351","15572.50","17000.00","2665.00","1280","0","0.0097222222222222","0","3100.00","1965.75","1"
"1605262","62","51","42345","42351","7548.30","7000.00","819.00","601","0","0.0056712962962963","0","1700.00","966.42","1"
"1605264","63","51","42345","42351","33022.80","25000.00","5592.00","2766","0","0.013773148148148","0","3800.00","4226.79","1"
"1605266","64","51","42345","42351","10475.30","12000.00","1846.00","1061","0","0","0","2400.00","1329.88","1"
"1605268","65","51","42345","42351","3377.50","5000.00","420.00","279","0","0.072916666666667","0","100.00","433.69","1"
"1605270","66","51","42345","42351","16749.00","15000.00","2721.00","1329","0","0.0097222222222222","0","3000.00","92164","1"
"1605272","67","51","42345","42351","57106.23","48000.00","8549.00","4864","0","0.029166666666667","0","9500.00","1959437","1"
"1605274","68","51","42345","42351","23954.10","20000.00","3816.00","1925","0","0.0097222222222222","0","3100.00","3030.77","1"
"1605276","69","51","42345","42351","6857.40","8000.00","1183.00","838","0","0.0056712962962963","0","1600.00","861.33","1"
"1605278","70","51","42345","42351","8307.50","10000.00","1406.00","1006","0","0.008912037037037","0","2400.00","1038.50","1"
"1605280","71","51","42345","42351","10915.20","1000.00","1776.00","1193","0","0.008912037037037","0","2500.00","1392.69","1"
"1605282","72","51","42345","42351","15672.20","15000.00","2480.00","1481","0","0","0","2800.00","1967.26","1"
"1605284","73","51","42345","42351","7745.80","10000.00","1379.00","891","0","0.0064814814814815","0","1900.00","984.53","1"
"1605286","74","51","42345","42351","8896.30","12000.00","1413.00","1004","0","0.0081018518518519","0","2200.00","1146.64","1"
"1605288","75","51","42345","42351","10437.80","10000.00","1103.00","899","0","0.0064814814814815","0","1900.00","1346.78","1"
"1605290","76","51","42345","42351","24041.10","24000.00","3579.00","2358","0","0","0","4400.00","3088.34","1"
"1605292","77","51","42345","42351","10545.90","10000.00","1319.00","771","0","0.0064814814814815","0","1900.00","1346.71","1"
"1605294","78","51","42345","42351","14320.80","18000.00","2236.00","1120","0","0.0097222222222222","0","3100.00","1827.24","1"
"1651618","17","52","42352","42358","15573.15","15000.00","2976.00","1668","7.3645833333333","0","2700","2800.00","2067.45","1"
"1651620","20","52","42352","42358","32027.80","3850.00","5603.00","2733","0","0.014583333333333","0","4500.00","4145.87","1"
"1651622","27","52","42352","42358","35677.39","4600.00","5828.00","2519","0","0","0","4300.00","4608.26","1"
"1651624","28","52","42352","42358","19814.70","17000.00","3207.00","1689","0","0.0097222222222222","0","3100.00","2565.42","1"
"1651626","30","52","42352","42358","38479.77","30000.00","6396.00","2962","0","0.017824074074074","0","5200.00","4987.90","1"
"1651628","31","52","42352","42358","29961.91","24000.00","4962.00","2397","0","0","0","4200.00","3879.34","1"
"1651630","33","52","42352","42358","17366.07","20000.00","2943.00","1484","0","0.011342592592593","0","3300.00","2253.55","1"
"1651632","34","52","42352","42358","19177.42","20000.00","3244.00","1615","0","0.011342592592593","0","3300.00","2472.86","1"
"1651634","36","52","42352","42358","19956.74","20000.00","3742.00","1972","0","0.011342592592593","0","3300.00","2579.64","1"
"1651636","37","52","42352","42358","25306.18","25000.00","4612.00","2690","0","0.014583333333333","0","4500.00","3281.74","1"
"1651638","38","52","42352","42358","50663.48","37000.00","7734.00","4302","0","0.015393518518519","0","4800.00","6558.70","1"
"1651640","39","52","42352","42358","41986.95","31500.00","6591.00","3339","0","0.014583333333333","0","4500.00","1297556","1"
"1651642","40","52","42352","42358","37098.00","35000.00","6160.00","2664","0","0.018634259259259","0","5500.00","4810.40","1"
"1651644","41","52","42352","42358","29694.73","28000.00","4789.00","2295","0","0","0","4100.00","3855.75","1"
"1651646","42","52","42352","42358","22798.05","21000.00","3609.00","1870","0","0.013773148148148","0","3750.00","2948.31","1"
"1651648","43","52","42352","42358","26075.37","28000.00","4390.00","2029","0","0","0","4100.00","3371.17","1"
"1651650","44","52","42352","42358","31857.82","28000.00","5308.00","2558","0","0","0","4100.00","4107.94","1"
"1651652","45","52","42352","42358","22802.56","18000.00","4037.00","2346","0","0.15069444444444","0","200.00","2966.47","1"
"1651654","46","52","42352","42358","16884.58","17000.00","2652.00","1414","0","0","0","2900.00","2195.13","1"
"1651656","48","52","42352","42358","11863.10","13500.00","1379.00","800","0","0","0","2600.00","1535.69","1"
"1651658","49","52","42352","42358","11372.51","10000.00","1378.00","944","0","0","0","2500.00","1474.23","1"
"1651660","50","52","42352","42358","10047.59","13000.00","1319.00","765","0","0.11180555555556","0","160.00","1301.43","1"
"1651662","55","52","42352","42358","11976.97","30000.00","2000.00","1348","0","0.014178240740741","0","4080.00","1540.30","1"
"1651664","56","52","42352","42358","28702.04","25000.00","4567.00","2674","0","0.014583333333333","0","4800.00","3724.20","1"
"1651666","57","52","42352","42358","21679.43","22000.00","3408.00","2018","0","0","0","4000.00","2811.88","1"
"1651668","58","52","42352","42358","13302.40","17000.00","2239.00","1379","0","0.0097222222222222","0","2500.00","1715.38","1"
"1651670","59","52","42352","42358","46169.00","45000.00","7592.00","4809","0","0","0","7000.00","5980.30","1"
"1651672","60","52","42352","42358","53696.39","40000.00","7986.00","4890","0","0.024305555555556","0","7700.00","6957.59","1"
"1651674","61","52","42352","42358","15796.30","17000.00","2745.00","1356","0","0.0097222222222222","0","3100.00","2038.49","1"
"1651676","62","52","42352","42358","7763.66","7000.00","845.00","608","0","0.0056712962962963","0","1700.00","1009.13","1"
"1651678","63","52","42352","42358","39450.72","25000.00","6776.00","3229","0","0.013773148148148","0","3800.00","5132.32","1"
"1651680","64","52","42352","42358","12025.90","12000.00","2123.00","1205","0","0","0","2400.00","1559.96","1"
"1651682","65","52","42352","42358","3345.50","5000.00","405.00","277","0","0.072916666666667","0","100.00","433.00","1"
"1651684","66","52","42352","42358","17020.06","15000.00","2761.00","1395","0","0.0097222222222222","0","3000.00","2216.42","1"
"1651686","67","52","42352","42358","59661.77","48000.00","9145.00","5203","0","0.029166666666667","0","9500.00","7722.84","1"
"1651688","68","52","42352","42358","25086.10","20000.00","4010.00","2012","0","0.0097222222222222","0","3100.00","3253.21","1"
"1651690","69","52","42352","42358","1667973","8000.00","1212.00","820","0","0.0056712962962963","0","1600.00","833.94","1"
"1651692","70","52","42352","42358","2157885","10000.00","1355.00","960","0","0.008912037037037","0","2400.00","1007.03","1"
"1651694","71","52","42352","42358","10105.60","1000.00","1653.00","1131","0","0.008912037037037","0","2500.00","1305.33","1"
"1651696","72","52","42352","42358","16700.30","15000.00","2704.00","1564","0","0","0","2800.00","2160.52","1"
"1651698","73","52","42352","42358","8525.20","10000.00","1482.00","979","0","0.0064814814814815","0","1900.00","1100.94","1"
"1651700","74","52","42352","42358","11642.76","12000.00","1932.00","1326","0","0.0081018518518519","0","2200.00","1508.86","1"
"1651702","75","52","42352","42358","9727.70","10000.00","1065.00","870","0","0.0064814814814815","0","1900.00","1264.48","1"
"1651704","76","52","42352","42358","33146.67","24000.00","5020.00","3353","0","0","0","4400.00","4293.51","1"
"1651706","77","52","42352","42358","11071.28","10000.00","1446.00","878","0","0.0064814814814815","0","1900.00","1435.50","1"
"1651708","78","52","42352","42358","19612.24","18000.00","3070.00","1598","0","0.0097222222222222","0","3100.00","2542.46","1"
"1698032","17","53","42359","42365","11649.88","15000.00","2178.00","1202","6.0104166666667","0","2204","2800.00","1529.19","1"
"1698034","20","53","42359","42365","22559.06","3850.00","3988.00","1910","0","0.014583333333333","0","4500.00","381284","1"
"1698036","27","53","42359","42365","24683.30","4600.00","4054.00","1779","0","0","0","4300.00","3219.75","1"
"1698038","28","53","42359","42365","15291.34","17000.00","2431.00","1295","0","0.0097222222222222","0","3100.00","1994.97","1"
"1698040","30","53","42359","42365","30786.51","30000.00","5177.00","2239","0","0.017824074074074","0","5200.00","772976","1"
"1698042","31","53","42359","42365","27893.40","24000.00","4713.00","2217","0","0","0","4200.00","637655","1"
"1698044","33","53","42359","42365","14125.17","20000.00","2419.00","1167","0","0.011342592592593","0","3300.00","1842.58","1"
"1698046","34","53","42359","42365","15655.00","20000.00","2706.00","1300","0","0.011342592592593","0","3300.00","2042.23","1"
"1698048","36","53","42359","42365","12917.25","20000.00","2370.00","1243","0","0.011342592592593","0","3300.00","1685.19","1"
"1698050","37","53","42359","42365","20848.40","25000.00","3714.00","2145","0","0.014583333333333","0","4500.00","2720.23","1"
"1698052","38","53","42359","42365","46317.80","37000.00","6903.00","3697","0","0.015393518518519","0","4800.00","6041.83","1"
"1698054","39","53","42359","42365","36740.12","31500.00","5882.00","2952","0","0.014583333333333","0","4500.00","1056800","1"
"1698056","40","53","42359","42365","26809.26","35000.00","4444.00","1930","0","0.018634259259259","0","5500.00","3496.74","1"
"1698058","41","53","42359","42365","23542.39","28000.00","3796.00","1821","0","0","0","4100.00","428828","1"
"1698060","42","53","42359","42365","17732.62","21000.00","2858.00","1458","0","0.013773148148148","0","3750.00","2312.60","1"
"1698062","43","53","42359","42365","21728.46","28000.00","3592.00","1641","0","0","0","4100.00","2834.35","1"
"1698064","44","53","42359","42365","28225.36","28000.00","4679.00","2267","0","0","0","4100.00","3681.91","1"
"1698066","45","53","42359","42365","21451.09","18000.00","3754.00","2153","0","0.15069444444444","0","200.00","2799.78","1"
"1698068","46","53","42359","42365","15615.30","17000.00","2508.00","1339","0","0","0","2900.00","2036.60","1"
"1698070","48","53","42359","42365","8189.96","13500.00","970.00","569","0","0","0","2600.00","1068.60","1"
"1698072","49","53","42359","42365","11093.80","10000.00","1384.00","885","0","0","0","2500.00","1448.29","1"
"1698074","50","53","42359","42365","9391.74","13000.00","1241.00","666","0","0.11180555555556","0","160.00","1227.49","1"
"1698076","55","53","42359","42365","5397.78","30000.00","911.00","626","0","0.014178240740741","0","4080.00","703.73","1"
"1698078","56","53","42359","42365","23795.20","25000.00","3850.00","2293","0","0.014583333333333","0","4800.00","3103.15","1"
"1698080","57","53","42359","42365","14949.62","22000.00","2356.00","1371","0","0","0","4000.00","1949.65","1"
"1698082","58","53","42359","42365","10683.30","17000.00","1823.00","1088","0","0.0097222222222222","0","2500.00","1396.24","1"
"1698084","59","53","42359","42365","34239.90","45000.00","5576.00","3472","0","0","0","7000.00","4465.23","1"
"1698086","60","53","42359","42365","47983.50","40000.00","6682.00","4008","0","0.024305555555556","0","7700.00","1593280","1"
"1698088","61","53","42359","42365","13394.60","17000.00","2339.00","1090","0","0.0097222222222222","0","3100.00","1747.72","1"
"1698090","62","53","42359","42365","6814.94","7000.00","775.00","545","0","0.0056712962962963","0","1700.00","889.28","1"
"1698092","63","53","42359","42365","43888.96","25000.00","7513.00","3542","0","0.013773148148148","0","3800.00","5729.21","1"
"1698094","64","53","42359","42365","13776.20","12000.00","2427.00","1324","0","0","0","2400.00","1797.43","1"
"1698096","65","53","42359","42365","471895","5000.00","395.00","267","0","0.072916666666667","0","100.00","416.58","1"
"1698098","66","53","42359","42365","18175.04","15000.00","2998.00","1449","0","0.0097222222222222","0","3000.00","2371.39","1"
"1698100","67","53","42359","42365","55850.08","48000.00","7965.00","4576","0","0.029166666666667","0","9500.00","1973558","1"
"1698102","68","53","42359","42365","21666.60","20000.00","3545.00","1761","0","0.0097222222222222","0","3100.00","2826.21","1"
"1698104","69","53","42359","42365","4772.90","8000.00","905.00","599","0","0.0056712962962963","0","1600.00","622.32","1"
"1698106","70","53","42359","42365","7200.00","10000.00","1229.00","858","0","0.008912037037037","0","2400.00","938.86","1"
"1698108","71","53","42359","42365","10360.50","1000.00","1699.00","1091","0","0.008912037037037","0","2500.00","1351.67","1"
"1698110","72","53","42359","42365","12914.70","15000.00","2104.00","1202","0","0","0","2800.00","1683.87","1"
"1698112","73","53","42359","42365","4518.79","10000.00","816.00","531","0","0.0064814814814815","0","1900.00","589.34","1"
"1698114","74","53","42359","42365","8555.14","12000.00","1389.00","938","0","0.0081018518518519","0","2200.00","1115.75","1"
"1698116","75","53","42359","42365","5975.88","10000.00","662.00","510","0","0.0064814814814815","0","1900.00","779.84","1"
"1698118","76","53","42359","42365","32458.01","24000.00","4922.00","3162","0","0","0","4400.00","852812","1"
"1698120","77","53","42359","42365","10670.15","10000.00","1412.00","849","0","0.0064814814814815","0","1900.00","1392.30","1"
"1698122","78","53","42359","42365","14525.20","18000.00","2277.00","1212","0","0.0097222222222222","0","3100.00","1894.52","1"
"1744446","17","54","42366","42372","7569.50","17000.00","1378.00","733","4.2291666666667","0","1550","2800.00","998.65","1"
"1744448","20","54","42366","42372","18088.28","29000.00","3204.00","1468","0","0","0","4700.00","2360.14","1"
"1744450","27","54","42366","42372","23944.12","35000.00","3862.00","1730","0","0","0","4900.00","449766","1"
"1744452","28","54","42366","42372","13992.70","18000.00","2249.00","1159","0","0","0","3200.00","1825.30","1"
"1744454","30","54","42366","42372","30375.64","34000.00","5106.00","2198","0","0","0","4900.00","3962.82","1"
"1744456","31","54","42366","42372","23155.53","26000.00","3774.00","1750","0","0","0","4100.00","3021.21","1"
"1744458","33","54","42366","42372","14268.96","18000.00","2391.00","1130","0","0","0","3500.00","1862.10","1"
"1744460","34","54","42366","42372","14872.80","19000.00","2527.00","1153","0","0","0","3600.00","1940.30","1"
"1744462","36","54","42366","42372","11484.24","23000.00","2072.00","1009","0","0","0","3700.00","1499.32","1"
"1744464","37","54","42366","42372","16842.93","26000.00","2919.00","1594","0","0","0","4100.00","2202.58","1"
"1744466","38","54","42366","42372","37117.50","38000.00","5588.00","2914","0","0","0","5500.00","4841.64","1"
"1744468","39","54","42366","42372","26649.54","32000.00","4222.00","1989","0","0","0","4500.00","575990","1"
"1744470","40","54","42366","42372","26614.95","34000.00","4475.00","1813","0","0","0","4900.00","3472.14","1"
"1744472","41","54","42366","42372","25493.74","29000.00","4086.00","1838","0","0","0","4900.00","3327.29","1"
"1744474","42","54","42366","42372","17878.37","22000.00","2880.00","1402","0","0","0","3400.00","2331.95","1"
"1744476","43","54","42366","42372","21615.87","27000.00","3552.00","1557","0","0","0","4500.00","2819.29","1"
"1744478","44","54","42366","42372","25107.72","27000.00","4197.00","1838","0","0","0","4900.00","3275.24","1"
"1744480","45","54","42366","42372","15157.92","17000.00","2635.00","1464","0","0","0","2900.00","1977.98","1"
"1744482","46","54","42366","42372","13062.96","16000.00","2057.00","1099","0","0","0","3000.00","1703.95","1"
"1744484","48","54","42366","42372","8134.24","13000.00","916.00","561","0","0","0","2800.00","1061.31","1"
"1744486","49","54","42366","42372","8750.95","11000.00","1023.00","627","0","0","0","2600.00","1142.34","1"
"1744488","50","54","42366","42372","8176.60","12000.00","1027.00","553","0","0","0","2200.00","1068.95","1"
"1744490","55","54","42366","42372","1240.86","37000.00","200.00","131","0","0","0","5500.00","161.74","1"
"1744492","56","54","42366","42372","18714.85","23000.00","3001.00","1712","0","0","0","3700.00","2440.62","1"
"1744494","57","54","42366","42372","13534.28","24000.00","2131.00","1226","0","0","0","4000.00","1765.00","1"
"1744496","58","54","42366","42372","2703070","17000.00","1473.00","849","0","0","0","3700.00","1213.06","1"
"1744498","59","54","42366","42372","23100.28","46000.00","3839.00","2239","0","0","0","6600.00","3012.54","1"
"1744500","60","54","42366","42372","37668.63","45000.00","5762.00","3355","0","0","0","8000.00","4912.22","1"
"1744502","61","54","42366","42372","15312.60","16000.00","2647.00","1127","0","0","0","3000.00","1998.38","1"
"1744504","62","54","42366","42372","5643.64","7000.00","643.00","423","0","0","0","1550.00","736.54","1"
"1744506","63","54","42366","42372","32274.94","29000.00","5552.00","2594","0","0","0","4400.00","4213.00","1"
"1744508","64","54","42366","42372","9707.24","13000.00","1755.00","908","0","0","0","2600.00","1266.82","1"
"1744510","65","54","42366","42372","2830.75","5000.00","355.00","234","0","0","0","1350.00","372.92","1"
"1744512","66","54","42366","42372","18651.44","16000.00","3005.00","1353","0","0","0","3000.00","2433.61","1"
"1744514","67","54","42366","42372","36056.53","50000.00","5359.00","2964","0","0","0","8700.00","4708.74","1"
"1744516","68","54","42366","42372","23421.30","22000.00","3762.00","1813","0","0","0","4200.00","422100","1"
"1744518","69","54","42366","42372","0.00","8000.00","0.00","0","0","0","0","1600.00","0.00","1"
"1744520","70","54","42366","42372","4535.00","9000.00","775.00","482","0","0","0","2300.00","591.28","1"
"1744522","71","54","42366","42372","9516.60","11000.00","1559.00","934","0","0","0","1500.00","1241.63","1"
"1744524","72","54","42366","42372","8986.80","16000.00","1460.00","832","0","0","0","3000.00","1171.70","1"
"1744526","73","54","42366","42372","2843.71","12000.00","473.00","309","0","0","0","1900.00","370.85","1"
"1744528","74","54","42366","42372","3936.74","13000.00","622.00","399","0","0","0","2200.00","513.39","1"
"1744530","75","54","42366","42372","377329","11000.00","317.00","235","0","0","0","2100.00","382.73","1"
"1744532","76","54","42366","42372","23840.95","26000.00","3714.00","2292","0","0","0","4500.00","441945","1"
"1744534","77","54","42366","42372","7669.24","10000.00","1002.00","578","0","0","0","2100.00","1000.72","1"
